Proteins,Shigella,Salmonella,Entry name,Status,Protein names,Length
O15294,1,1,OGT1_HUMAN,reviewed,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT),1046
O15304,1,0,SIVA_HUMAN,reviewed,Apoptosis regulatory protein Siva (CD27-binding protein) (CD27BP),175
O15344,1,1,TRI18_HUMAN,reviewed,E3 ubiquitin-protein ligase Midline-1 (EC 2.3.2.27) (Midin) (Putative transcription factor XPRF) (RING finger protein 59) (RING finger protein Midline-1) (RING-type E3 ubiquitin transferase Midline-1) (Tripartite motif-containing protein 18),667
O15347,1,0,HMGB3_HUMAN,reviewed,High mobility group protein B3 (High mobility group protein 2a) (HMG-2a) (High mobility group protein 4) (HMG-4),200
O15355,1,0,PPM1G_HUMAN,reviewed,Protein phosphatase 1G (EC 3.1.3.16) (Protein phosphatase 1C) (Protein phosphatase 2C isoform gamma) (PP2C-gamma) (Protein phosphatase magnesium-dependent 1 gamma),546
O15357,1,0,SHIP2_HUMAN,reviewed,Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (Protein 51C) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2),1258
O15371,1,1,EIF3D_HUMAN,reviewed,Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta) (eIF3 p66),548
O15372,1,0,EIF3H_HUMAN,reviewed,Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit),352
O15379,1,0,HDAC3_HUMAN,reviewed,Histone deacetylase 3 (HD3) (EC 3.5.1.98) (RPD3-2) (SMAP45),428
O15400,1,0,STX7_HUMAN,reviewed,Syntaxin-7,261
O15417,0,1,TNC18_HUMAN,reviewed,Trinucleotide repeat-containing gene 18 protein (Long CAG trinucleotide repeat-containing gene 79 protein),2968
O15427,1,0,MOT4_HUMAN,reviewed,Monocarboxylate transporter 4 (MCT 4) (Solute carrier family 16 member 3),465
O15439,1,0,MRP4_HUMAN,reviewed,Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B),1325
O15446,0,1,RPA34_HUMAN,reviewed,DNA-directed RNA polymerase I subunit RPA34 (A34.5) (Antisense to ERCC-1 protein) (ASE-1) (CD3-epsilon-associated protein) (CD3E-associated protein) (DNA-directed RNA polymerase I subunit G) (RNA polymerase I-associated factor PAF49),510
O15479,1,0,MAGB2_HUMAN,reviewed,Melanoma-associated antigen B2 (Cancer/testis antigen 3.2) (CT3.2) (DSS-AHC critical interval MAGE superfamily 6) (DAM6) (MAGE XP-2 antigen) (MAGE-B2 antigen),319
O15498,1,0,YKT6_HUMAN,reviewed,Synaptobrevin homolog YKT6 (EC 2.3.1.-),198
O15511,1,0,ARPC5_HUMAN,reviewed,Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC),151
O15513,0,1,O15513_HUMAN,unreviewed,Alpha-tropomyosin (Fragment),48
O15523,0,1,DDX3Y_HUMAN,reviewed,ATP-dependent RNA helicase DDX3Y (EC 3.6.4.13) (DEAD box protein 3, Y-chromosomal),660
O15525,1,0,MAFG_HUMAN,reviewed,Transcription factor MafG (V-maf musculoaponeurotic fibrosarcoma oncogene homolog G) (hMAF),162
O15534,0,1,PER1_HUMAN,reviewed,Period circadian protein homolog 1 (hPER1) (Circadian clock protein PERIOD 1) (Circadian pacemaker protein Rigui),1290
O15541,0,1,R113A_HUMAN,reviewed,E3 ubiquitin-protein ligase RNF113A (EC 2.3.2.27) (Cwc24 homolog) (RING finger protein 113A) (Zinc finger protein 183),343
O15551,1,0,CLD3_HUMAN,reviewed,Claudin-3 (Clostridium perfringens enterotoxin receptor 2) (CPE-R 2) (CPE-receptor 2) (Rat ventral prostate.1 protein homolog) (hRVP1),220
O43143,1,1,DHX15_HUMAN,reviewed,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 (EC 3.6.4.13) (ATP-dependent RNA helicase #46) (DEAH box protein 15),795
O43148,1,0,MCES_HUMAN,reviewed,mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (RG7MT1) (mRNA (guanine-N(7)-)-methyltransferase) (mRNA cap methyltransferase) (hCMT1) (hMet) (hcm1p),476
O43150,0,1,ASAP2_HUMAN,reviewed,Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 (Development and differentiation-enhancing factor 2) (Paxillin-associated protein with ARF GAP activity 3) (PAG3) (Pyk2 C-terminus-associated protein) (PAP),1006
O43166,1,0,SI1L1_HUMAN,reviewed,Signal-induced proliferation-associated 1-like protein 1 (SIPA1-like protein 1) (High-risk human papilloma viruses E6 oncoproteins targeted protein 1) (E6-targeted protein 1),1804
O43175,1,1,SERA_HUMAN,reviewed,D-3-phosphoglycerate dehydrogenase (3-PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399) (Malate dehydrogenase) (EC 1.1.1.37),533
O43237,1,1,DC1L2_HUMAN,reviewed,Cytoplasmic dynein 1 light intermediate chain 2 (Dynein light intermediate chain 2, cytosolic) (LIC-2) (LIC53/55),492
O43242,1,1,PSMD3_HUMAN,reviewed,26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58),534
O43252,1,0,PAPS1_HUMAN,reviewed,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPS synthase 1) (PAPSS 1) (Sulfurylase kinase 1) (SK 1) (SK1) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)],624
O43290,1,1,SNUT1_HUMAN,reviewed,U4/U6.U5 tri-snRNP-associated protein 1 (SNU66 homolog) (hSnu66) (Squamous cell carcinoma antigen recognized by T-cells 1) (SART-1) (hSART-1) (U4/U6.U5 tri-snRNP-associated 110 kDa protein) (allergen Hom s 1),800
O43291,1,0,SPIT2_HUMAN,reviewed,Kunitz-type protease inhibitor 2 (Hepatocyte growth factor activator inhibitor type 2) (HAI-2) (Placental bikunin),252
O43294,1,1,TGFI1_HUMAN,reviewed,Transforming growth factor beta-1-induced transcript 1 protein (Androgen receptor coactivator 55 kDa protein) (Androgen receptor-associated protein of 55 kDa) (Hydrogen peroxide-inducible clone 5 protein) (Hic-5),461
O43390,1,0,HNRPR_HUMAN,reviewed,Heterogeneous nuclear ribonucleoprotein R (hnRNP R),633
O43395,1,0,PRPF3_HUMAN,reviewed,U4/U6 small nuclear ribonucleoprotein Prp3 (Pre-mRNA-splicing factor 3) (hPrp3) (U4/U6 snRNP 90 kDa protein),683
O43396,1,1,TXNL1_HUMAN,reviewed,Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein),289
O43399,0,1,TPD54_HUMAN,reviewed,Tumor protein D54 (hD54) (Tumor protein D52-like 2),206
O43426,0,1,SYNJ1_HUMAN,reviewed,Synaptojanin-1 (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 1),1573
O43427,0,1,FIBP_HUMAN,reviewed,Acidic fibroblast growth factor intracellular-binding protein (aFGF intracellular-binding protein) (FGF-1 intracellular-binding protein),364
O43432,1,1,IF4G3_HUMAN,reviewed,Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII),1585
O43447,1,0,PPIH_HUMAN,reviewed,Peptidyl-prolyl cis-trans isomerase H (PPIase H) (EC 5.2.1.8) (Rotamase H) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP),177
O43464,0,1,HTRA2_HUMAN,reviewed,Serine protease HTRA2, mitochondrial (EC 3.4.21.108) (High temperature requirement protein A2) (HtrA2) (Omi stress-regulated endoprotease) (Serine protease 25) (Serine proteinase OMI),458
O43491,1,1,E41L2_HUMAN,reviewed,Band 4.1-like protein 2 (Erythrocyte membrane protein band 4.1-like 2) (Generally expressed protein 4.1) (4.1G),1005
O43516,1,0,WIPF1_HUMAN,reviewed,WAS/WASL-interacting protein family member 1 (Protein PRPL-2) (Wiskott-Aldrich syndrome protein-interacting protein) (WASP-interacting protein),503
O43583,1,1,DENR_HUMAN,reviewed,Density-regulated protein (DRP) (Protein DRP1) (Smooth muscle cell-associated protein 3) (SMAP-3),198
O43617,1,0,TPPC3_HUMAN,reviewed,Trafficking protein particle complex subunit 3 (BET3 homolog),180
O43633,1,0,CHM2A_HUMAN,reviewed,Charged multivesicular body protein 2a (Chromatin-modifying protein 2a) (CHMP2a) (Putative breast adenocarcinoma marker BC-2) (Vacuolar protein sorting-associated protein 2-1) (Vps2-1) (hVps2-1),222
O43663,0,1,PRC1_HUMAN,reviewed,Protein regulator of cytokinesis 1,620
O43665,1,0,RGS10_HUMAN,reviewed,Regulator of G-protein signaling 10 (RGS10),181
O43683,0,1,BUB1_HUMAN,reviewed,Mitotic checkpoint serine/threonine-protein kinase BUB1 (hBUB1) (EC 2.7.11.1) (BUB1A),1085
O43684,1,1,BUB3_HUMAN,reviewed,Mitotic checkpoint protein BUB3,328
O43684-2,1,0,BUB3_HUMAN,reviewed,Mitotic checkpoint protein BUB3,
O43688,1,0,PLPP2_HUMAN,reviewed,Phospholipid phosphatase 2 (EC 3.1.3.-) (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 2) (PAP2-gamma) (PAP2-G) (Phosphatidate phosphohydrolase type 2c) (Phosphatidic acid phosphatase 2c) (PAP-2c) (PAP2c),288
O43707,1,1,ACTN4_HUMAN,reviewed,Alpha-actinin-4 (Non-muscle alpha-actinin 4),911
O43709,1,1,BUD23_HUMAN,reviewed,Probable 18S rRNA (guanine-N(7))-methyltransferase (EC 2.1.1.-) (Bud site selection protein 23 homolog) (Metastasis-related methyltransferase 1) (Williams-Beuren syndrome chromosomal region 22 protein) (rRNA methyltransferase and ribosome maturation factor),281
O43719,1,1,HTSF1_HUMAN,reviewed,HIV Tat-specific factor 1 (Tat-SF1),755
O43752,1,1,STX6_HUMAN,reviewed,Syntaxin-6,255
O43765,1,1,SGTA_HUMAN,reviewed,Small glutamine-rich tetratricopeptide repeat-containing protein alpha (Alpha-SGT) (Vpu-binding protein) (UBP),313
O43768,1,1,ENSA_HUMAN,reviewed,Alpha-endosulfine (ARPP-19e),121
O43776,1,1,SYNC_HUMAN,reviewed,Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS) (Asparaginyl-tRNA synthetase 1),548
O43791,1,0,SPOP_HUMAN,reviewed,Speckle-type POZ protein (HIB homolog 1) (Roadkill homolog 1),374
O43795,1,0,MYO1B_HUMAN,reviewed,Unconventional myosin-Ib (MYH-1c) (Myosin I alpha) (MMI-alpha) (MMIa),1136
O43805,0,1,SSNA1_HUMAN,reviewed,Sjoegren syndrome nuclear autoantigen 1 (Nuclear autoantigen of 14 kDa),119
O43809,1,0,CPSF5_HUMAN,reviewed,Cleavage and polyadenylation specificity factor subunit 5 (Cleavage and polyadenylation specificity factor 25 kDa subunit) (CPSF 25 kDa subunit) (Cleavage factor Im complex 25 kDa subunit) (CFIm25) (Nucleoside diphosphate-linked moiety X motif 21) (Nudix motif 21) (Nudix hydrolase 21) (Pre-mRNA cleavage factor Im 68 kDa subunit),227
O43813,0,1,LANC1_HUMAN,reviewed,Glutathione S-transferase LANCL1 (EC 2.5.1.18) (40 kDa erythrocyte membrane protein) (p40) (LanC-like protein 1),399
O43823,0,1,AKAP8_HUMAN,reviewed,A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95),692
O43847,1,1,NRDC_HUMAN,reviewed,Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase),1151
O43896,0,1,KIF1C_HUMAN,reviewed,Kinesin-like protein KIF1C,1103
O43920,0,1,NDUS5_HUMAN,reviewed,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (Complex I-15 kDa) (CI-15 kDa) (NADH-ubiquinone oxidoreductase 15 kDa subunit),106
O60216,1,1,RAD21_HUMAN,reviewed,Double-strand-break repair protein rad21 homolog (hHR21) (Nuclear matrix protein 1) (NXP-1) (SCC1 homolog) [Cleaved into: 64-kDa C-terminal product (64-kDa carboxy-terminal product) (65-kDa carboxy-terminal product)],631
O60231,1,1,DHX16_HUMAN,reviewed,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 (EC 3.6.4.13) (ATP-dependent RNA helicase #3) (DEAH-box protein 16),1041
O60234,1,0,GMFG_HUMAN,reviewed,Glia maturation factor gamma (GMF-gamma),142
O60238,1,0,BNI3L_HUMAN,reviewed,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like (Adenovirus E1B19K-binding protein B5) (BCL2/adenovirus E1B 19 kDa protein-interacting protein 3A) (NIP3-like protein X) (NIP3L),219
O60245,1,0,PCDH7_HUMAN,reviewed,Protocadherin-7 (Brain-heart protocadherin) (BH-Pcdh),1069
O60256,1,1,KPRB_HUMAN,reviewed,Phosphoribosyl pyrophosphate synthase-associated protein 2 (PRPP synthase-associated protein 2) (41 kDa phosphoribosypyrophosphate synthetase-associated protein) (PAP41),369
O60262,1,0,GBG7_HUMAN,reviewed,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7,68
O60264,1,0,SMCA5_HUMAN,reviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5) (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (hSNF2H),1052
O60271,1,1,JIP4_HUMAN,reviewed,C-Jun-amino-terminal kinase-interacting protein 4 (JIP-4) (JNK-interacting protein 4) (Cancer/testis antigen 89) (CT89) (Human lung cancer oncogene 6 protein) (HLC-6) (JNK-associated leucine-zipper protein) (JLP) (Mitogen-activated protein kinase 8-interacting protein 4) (Proliferation-inducing protein 6) (Protein highly expressed in testis) (PHET) (Sperm surface protein) (Sperm-associated antigen 9) (Sperm-specific protein) (Sunday driver 1),1321
O60291,1,0,MGRN1_HUMAN,reviewed,E3 ubiquitin-protein ligase MGRN1 (EC 2.3.2.27) (Mahogunin RING finger protein 1) (RING finger protein 156) (RING-type E3 ubiquitin transferase MGRN1),552
O60293,1,1,ZC3H1_HUMAN,reviewed,Zinc finger C3H1 domain-containing protein (Coiled-coil domain-containing protein 131) (Proline/serine-rich coiled-coil protein 2),1989
O60307,1,0,MAST3_HUMAN,reviewed,Microtubule-associated serine/threonine-protein kinase 3 (EC 2.7.11.1),1309
O60331,1,1,PI51C_HUMAN,reviewed,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma (PIP5K1-gamma) (PtdIns(4)P-5-kinase 1 gamma) (EC 2.7.1.68) (Phosphatidylinositol 4-phosphate 5-kinase type I gamma) (PIP5KIgamma),668
O60331-4,1,0,PI51C_HUMAN,reviewed,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma (PIP5K1-gamma) (PtdIns(4)P-5-kinase 1 gamma) (EC 2.7.1.68) (Phosphatidylinositol 4-phosphate 5-kinase type I gamma) (PIP5KIgamma),
O60341,0,1,KDM1A_HUMAN,reviewed,Lysine-specific histone demethylase 1A (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2) ([histone H3]-dimethyl-L-lysine(4) FAD-dependent demethylase 1A),852
O60343,1,1,TBCD4_HUMAN,reviewed,TBC1 domain family member 4 (Akt substrate of 160 kDa) (AS160),1298
O60437,1,0,PEPL_HUMAN,reviewed,Periplakin (190 kDa paraneoplastic pemphigus antigen) (195 kDa cornified envelope precursor protein),1756
O60488,1,1,ACSL4_HUMAN,reviewed,Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 4) (LACS 4),711
O60488-2,1,0,ACSL4_HUMAN,reviewed,Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 4) (LACS 4),
O60493,1,0,SNX3_HUMAN,reviewed,Sorting nexin-3 (Protein SDP3),162
O60496,1,0,DOK2_HUMAN,reviewed,Docking protein 2 (Downstream of tyrosine kinase 2) (p56(dok-2)),412
O60502,1,0,OGA_HUMAN,reviewed,Protein O-GlcNAcase (OGA) (EC 3.2.1.169) (Beta-N-acetylglucosaminidase) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase) (Meningioma-expressed antigen 5) (N-acetyl-beta-D-glucosaminidase) (N-acetyl-beta-glucosaminidase) (Nuclear cytoplasmic O-GlcNAcase and acetyltransferase) (NCOAT),916
O60504,1,1,VINEX_HUMAN,reviewed,Vinexin (SH3-containing adapter molecule 1) (SCAM-1) (Sorbin and SH3 domain-containing protein 3),671
O60506,1,1,HNRPQ_HUMAN,reviewed,Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein),623
O60566,1,1,BUB1B_HUMAN,reviewed,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta (EC 2.7.11.1) (MAD3/BUB1-related protein kinase) (hBUBR1) (Mitotic checkpoint kinase MAD3L) (Protein SSK1),1050
O60664,1,0,PLIN3_HUMAN,reviewed,Perilipin-3 (47 kDa mannose 6-phosphate receptor-binding protein) (47 kDa MPR-binding protein) (Cargo selection protein TIP47) (Mannose-6-phosphate receptor-binding protein 1) (Placental protein 17) (PP17),434
O60678,1,1,ANM3_HUMAN,reviewed,Protein arginine N-methyltransferase 3 (EC 2.1.1.-) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 3),531
O60683,1,0,PEX10_HUMAN,reviewed,Peroxisome biogenesis factor 10 (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10) (RING finger protein 69),326
O60684,0,1,IMA7_HUMAN,reviewed,Importin subunit alpha-7 (Karyopherin subunit alpha-6),536
O60716,1,1,CTND1_HUMAN,reviewed,Catenin delta-1 (Cadherin-associated Src substrate) (CAS) (p120 catenin) (p120(ctn)) (p120(cas)),968
O60725,1,0,ICMT_HUMAN,reviewed,Protein-S-isoprenylcysteine O-methyltransferase (EC 2.1.1.100) (Isoprenylcysteine carboxylmethyltransferase) (Prenylated protein carboxyl methyltransferase) (PPMT) (Prenylcysteine carboxyl methyltransferase) (pcCMT),284
O60749,1,1,SNX2_HUMAN,reviewed,Sorting nexin-2 (Transformation-related gene 9 protein) (TRG-9),519
O60762,0,1,DPM1_HUMAN,reviewed,Dolichol-phosphate mannosyltransferase subunit 1 (EC 2.4.1.83) (Dolichol-phosphate mannose synthase subunit 1) (DPM synthase subunit 1) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 1) (Mannose-P-dolichol synthase subunit 1) (MPD synthase subunit 1),260
O60763,1,1,USO1_HUMAN,reviewed,General vesicular transport factor p115 (Protein USO1 homolog) (Transcytosis-associated protein) (TAP) (Vesicle-docking protein),962
O60784,1,1,TOM1_HUMAN,reviewed,Target of Myb protein 1,492
O60814,1,1,H2B1K_HUMAN,reviewed,Histone H2B type 1-K (H2B K) (HIRA-interacting protein 1),126
O60825,1,1,F262_HUMAN,reviewed,6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 (6PF-2-K/Fru-2,6-P2ase 2) (PFK/FBPase 2) (6PF-2-K/Fru-2,6-P2ase heart-type isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)],505
O60832,1,1,DKC1_HUMAN,reviewed,H/ACA ribonucleoprotein complex subunit DKC1 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1),514
O60841,1,1,IF2P_HUMAN,reviewed,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2),1220
O60869,1,1,EDF1_HUMAN,reviewed,Endothelial differentiation-related factor 1 (EDF-1) (Multiprotein-bridging factor 1) (MBF1),148
O60884,1,1,DNJA2_HUMAN,reviewed,DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14),412
O60885,1,0,BRD4_HUMAN,reviewed,Bromodomain-containing protein 4 (Protein HUNK1),1362
O60925,1,0,PFD1_HUMAN,reviewed,Prefoldin subunit 1,122
O60934,0,1,NBN_HUMAN,reviewed,Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1),754
O75044,1,0,SRGP2_HUMAN,reviewed,SLIT-ROBO Rho GTPase-activating protein 2 (srGAP2) (Formin-binding protein 2) (Rho GTPase-activating protein 34),1071
O75083,1,0,WDR1_HUMAN,reviewed,WD repeat-containing protein 1 (Actin-interacting protein 1) (AIP1) (NORI-1),606
O75110,1,0,ATP9A_HUMAN,reviewed,Probable phospholipid-transporting ATPase IIA (EC 7.6.2.1) (ATPase class II type 9A),1047
O75122,1,1,CLAP2_HUMAN,reviewed,CLIP-associating protein 2 (Cytoplasmic linker-associated protein 2) (Protein Orbit homolog 2) (hOrbit2),1294
O75128,1,0,COBL_HUMAN,reviewed,Protein cordon-bleu,1261
O75131,1,1,CPNE3_HUMAN,reviewed,Copine-3 (Copine III),537
O75146-2,1,0,HIP1R_HUMAN,reviewed,Huntingtin-interacting protein 1-related protein (HIP1-related protein) (Huntingtin-interacting protein 12) (HIP-12),
O75151,1,0,PHF2_HUMAN,reviewed,Lysine-specific demethylase PHF2 (EC 1.14.11.-) (GRC5) (PHD finger protein 2),1096
O75152,1,0,ZC11A_HUMAN,reviewed,Zinc finger CCCH domain-containing protein 11A,810
O75153,1,0,CLU_HUMAN,reviewed,Clustered mitochondria protein homolog,1309
O75179,1,1,ANR17_HUMAN,reviewed,Ankyrin repeat domain-containing protein 17 (Gene trap ankyrin repeat protein) (Serologically defined breast cancer antigen NY-BR-16),2603
O75190,1,1,DNJB6_HUMAN,reviewed,DnaJ homolog subfamily B member 6 (HHDJ1) (Heat shock protein J2) (HSJ-2) (MRJ) (MSJ-1),326
O75312,1,0,ZPR1_HUMAN,reviewed,Zinc finger protein ZPR1 (Zinc finger protein 259),459
O75351,1,1,VPS4B_HUMAN,reviewed,Vacuolar protein sorting-associated protein 4B (EC 3.6.4.6) (Cell migration-inducing gene 1 protein) (Suppressor of K(+) transport growth defect 1) (Protein SKD1),444
O75367,1,0,H2AY_HUMAN,reviewed,Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205),372
O75367-3,1,0,H2AY_HUMAN,reviewed,Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205),
O75369,1,1,FLNB_HUMAN,reviewed,Filamin-B (FLN-B) (ABP-278) (ABP-280 homolog) (Actin-binding-like protein) (Beta-filamin) (Filamin homolog 1) (Fh1) (Filamin-3) (Thyroid autoantigen) (Truncated actin-binding protein) (Truncated ABP),2602
O75376,1,1,NCOR1_HUMAN,reviewed,Nuclear receptor corepressor 1 (N-CoR) (N-CoR1),2440
O75382,1,0,TRIM3_HUMAN,reviewed,Tripartite motif-containing protein 3 (Brain-expressed RING finger protein) (RING finger protein 22) (RING finger protein 97),744
